Hyperparameters
Env: Hopper-v3
Seed: 3
Eval frequency: 5000.0
Number of initial exploration steps: 25000.0
Max env steps: 1000000.0
Batch size: 256
Discount factor: 0.99
Target network update rate: 0.005
Policy noise: 0.2
Noise clip: 0.5
Frequency of delayed policy updates: 2

avg_reward,time,env_steps,grad_steps,seed
12.199654602320162,0,0,0,3
12.199654602320162,1.1873461430004681,5000,0,3
12.199654602320162,2.37033289899955,10000,0,3
12.199654602320162,3.4912666830005037,15000,0,3
12.199654602320162,4.564303675000701,20000,0,3
12.199654602320162,5.664256327001567,25000,0,3
188.67569519127937,37.63971491400298,30000,5000,3
207.90315861347207,74.12822919300379,35000,10000,3
276.7816737881578,108.75477306200264,40000,15000,3
164.2251189141807,144.15329254500284,45000,20000,3
288.15264079201677,174.72636686800251,50000,25000,3
294.3750099332739,206.61300617000416,55000,30000,3
26.107940742035225,241.12219101000483,60000,35000,3
320.1833255963835,276.8038664820051,65000,40000,3
318.4449873785512,310.1395318830055,70000,45000,3
328.62588898820445,344.79356509200625,75000,50000,3
315.03762187637733,376.86440370500713,80000,55000,3
308.5762212097651,407.94477841600565,85000,60000,3
278.7477386040935,441.76383035200524,90000,65000,3
266.3526639843415,473.3661110450048,95000,70000,3
336.7729075065753,506.51114260700706,100000,75000,3
282.8378509814538,539.9550152780066,105000,80000,3
351.05344602290984,573.5091454490066,110000,85000,3
345.3135052216151,606.8285386240077,115000,90000,3
365.4431211744311,638.7631672080079,120000,95000,3
428.5587408778071,671.9487429090077,125000,100000,3
356.47163536073043,704.8086463200088,130000,105000,3
355.6648380046049,743.9063081970089,135000,110000,3
309.1143689515617,782.8334330650086,140000,115000,3
401.48372083618926,816.8678719590098,145000,120000,3
341.0252363011269,849.9248938420096,150000,125000,3
321.1784906545141,883.3969209970091,155000,130000,3
771.0184591910643,916.8660308300077,160000,135000,3
527.5507386792245,953.893565955008,165000,140000,3
768.8238836455846,995.6107580250064,170000,145000,3
828.7007404909461,1029.761738947007,175000,150000,3
1331.168820254703,1066.1243680690077,180000,155000,3
861.8580705712941,1103.0049144080076,185000,160000,3
1087.7059977907845,1141.6210442280099,190000,165000,3
2160.5526991778797,1178.9957508430107,195000,170000,3
2493.516239192403,1218.126749948011,200000,175000,3
3059.048223186346,1258.8109977330114,205000,180000,3
1767.402314513049,1297.7599237890117,210000,185000,3
