Hyperparameters
Env: Hopper-v3
Seed: 2
Eval frequency: 5000
Number of initial exploration steps: 1000
Replay buffer size: 1000000
Minimum replay buffer size: 1000
Max env steps: 1000000
Batch size: 256
Discount factor: 0.99
Target entropy: -3
Target network update smoothing (τ): 0.005
Fixed alpha: None
Frequency of target updates: 1

avg_reward,avg_log_probs,alpha,time,env_steps,grad_steps,seed
14.28456934642899,nan,1.0,0,0,0,2
221.7102623046754,-1.5860761482139085,0.39133787155151367,44.58331395900001,5000,4000,2
273.44468528146575,-0.7788000967264176,0.1459551602602005,99.86388878799997,10000,9000,2
270.4830354372467,0.23747669110298156,0.06023842468857765,153.97018339399997,15000,14000,2
298.44013268681334,1.0366353309869767,0.035485804080963135,208.48164020599998,20000,19000,2
319.27561981663905,1.1925090275526047,0.03855683282017708,263.55492449999997,25000,24000,2
313.7482262469832,1.2213320296525956,0.040605608373880386,318.839403392,30000,29000,2
308.0969282951123,1.5255492139816285,0.0348953977227211,373.635576616,35000,34000,2
306.06855669066306,1.7696271212100982,0.030636847019195557,428.53876587499997,40000,39000,2
315.3368244852723,1.311781328201294,0.03209696710109711,483.0459732869999,45000,44000,2
404.49526600790944,1.2021684475898742,0.030239276587963104,538.0706189619999,50000,49000,2
330.01804518427645,1.5808689018011093,0.030300874263048172,591.265768985,55000,54000,2
285.17149866255335,2.072448562669754,0.027887247502803802,646.274923558,60000,59000,2
278.0062056030956,1.8850330203533172,0.02687707170844078,701.011713831,65000,64000,2
547.0842012728501,1.7057917714357376,0.026040077209472656,754.553262079,70000,69000,2
832.4275667918193,1.7611475232601166,0.028385629877448082,808.000783054,75000,74000,2
584.6457017017804,2.6376280567646027,0.0393134169280529,861.6174176740001,80000,79000,2
649.7727798947969,2.1416563930034638,0.047997549176216125,915.4018710910002,85000,84000,2
793.9426854620202,2.132748934721947,0.056105680763721466,968.4813009060003,90000,89000,2
896.7552197505304,1.8783818229913711,0.06075986102223396,1022.0207447470004,95000,94000,2
1429.0056792873931,1.9933722146272659,0.06740976125001907,1075.6030924620002,100000,99000,2
1100.6220414534762,1.7240035024881364,0.06849446147680283,1129.1826060130002,105000,104000,2
1616.6138146912303,1.646935026550293,0.07113102823495865,1182.1835548710003,110000,109000,2
2058.5934397408087,1.711999720978737,0.06712867319583893,1234.6815907870002,115000,114000,2
850.6965512941567,1.7341125477313994,0.0649375170469284,1287.6038626590002,120000,119000,2
1493.15700239276,1.685032419872284,0.06585556268692017,1340.656125374,125000,124000,2
2654.6192221431406,1.6285948428869248,0.06156596541404724,1393.521951825,130000,129000,2
1637.6233855953099,1.87099496922493,0.06488644331693649,1446.575741031,135000,134000,2
1986.4920197741667,1.7384119982719421,0.065261110663414,1500.8092799989997,140000,139000,2
242.7468864624108,1.4477407235622406,0.06061290577054024,1553.3307164099997,145000,144000,2
2244.9879569858795,1.6324453842163087,0.05770890414714813,1606.9431490089996,150000,149000,2
3165.850077496814,1.5128820276975632,0.05832987278699875,1660.4702442419996,155000,154000,2
1632.3675618107332,1.5645866713285446,0.06030035391449928,1713.8154751869997,160000,159000,2
3198.4933211572397,1.6262738132953645,0.05904732644557953,1767.3382015449997,165000,164000,2
