Hyperparameters
Env: HalfCheetah-v3
Seed: 421
Eval frequency: 5000
Number of initial exploration steps: 10000
Replay buffer size: 1000000
Minimum replay buffer size: 1000
Max env steps: 1500000
Batch size: 256
Discount factor: 0.99
Policy regularization factor: 0.001
Reward scaling: 5
Target network update smoothing (τ): 0.005
Frequency of target updates: 1

avg_reward,avg_log_probs,time,env_steps,grad_steps,seed
-1.4446641542113303,nan,0,0,0,421
-170.23670007235066,nan,27.45149631800001,5000,4000,421
-307.17148963228186,nan,61.43622135700002,10000,9000,421
-179.56479551390697,-1.9698057043049235,101.80737288400002,15000,14000,421
-88.7052460809207,-2.637969033241272,141.939598865,20000,19000,421
-182.6484059548451,-2.720897858953476,182.36096725299996,25000,24000,421
462.34936408128914,-2.5160487825870512,222.52266822899998,30000,29000,421
772.4664311627383,-2.5052588131427767,262.76778787099994,35000,34000,421
850.6135104359389,-2.776391642141342,303.44119352599995,40000,39000,421
1303.7623539176977,-2.436959676551819,344.75632920699985,45000,44000,421
906.6143151505196,-2.0889480488300323,386.16380390599994,50000,49000,421
1008.5033672663003,-1.961835819172859,427.0208090649999,55000,54000,421
1051.7065684084982,-1.2609801936149596,466.8366199659999,60000,59000,421
2324.1527454051275,-0.8750815438747406,506.4342573249998,65000,64000,421
3063.8391537855214,0.02627138569355011,546.6335364659999,70000,69000,421
2885.5809696649276,0.05075115737915039,587.0619582019999,75000,74000,421
3232.48907025171,0.9224045919656754,627.1176255539999,80000,79000,421
3250.4643442820334,0.8744607770204544,667.4887771599999,85000,84000,421
3231.648474696668,0.9303432457447052,707.4982365519998,90000,89000,421
3240.6699087991124,1.305517970442772,747.8081192189998,95000,94000,421
3562.1425918975974,1.4817712349414824,788.6026467109998,100000,99000,421
3540.5968384783737,0.9537582674026489,830.0475215789997,105000,104000,421
4124.0536257955955,1.977372645330429,870.7822420819996,110000,109000,421
3842.9587377416915,2.2121434167861938,911.5314502699998,115000,114000,421
3140.5423598425864,2.258374473953247,951.7109307949995,120000,119000,421
3940.021375580717,2.4554484518051147,991.8092597559994,125000,124000,421
4087.24951062764,1.9160832562327386,1031.2421310889997,130000,129000,421
4282.480107834167,2.6895991392970084,1071.1193796049997,135000,134000,421
3872.4064409122257,1.9957187468767166,1110.7627838879996,140000,139000,421
4016.489548212999,2.5112282730698587,1150.5674284339996,145000,144000,421
4038.638024213991,2.807442633652687,1190.6406532579995,150000,149000,421
4389.482105410943,2.898990188086033,1231.0700810819997,155000,154000,421
4308.112344376866,2.915474228489399,1271.7588834469996,160000,159000,421
4497.0344832179835,2.9063765610337255,1312.3716185859996,165000,164000,421
4356.991858924976,2.567028072679043,1352.3721584579994,170000,169000,421
4576.581658270419,3.0840638164401053,1392.4073263299997,175000,174000,421
4434.449707691664,2.7565828945755957,1432.4029832829992,180000,179000,421
4531.374415079772,3.2327270731210707,1472.1764533459996,185000,184000,421
4623.241527833283,3.3261925150990486,1512.2662406159998,190000,189000,421
4694.909503472491,2.591148258340359,1552.1013983449998,195000,194000,421
4679.307545705198,3.245530673635006,1592.6705916739998,200000,199000,421
4718.983255823271,3.5506612164855005,1633.788667636,205000,204000,421
4716.065579348302,3.643025046646595,1675.2633539019998,210000,209000,421
4276.495794316054,3.008810050237179,1716.8565814019994,215000,214000,421
4975.421503053684,3.2229310453295708,1758.240938249999,220000,219000,421
4777.357161675812,3.861854563498497,1799.0065315099991,225000,224000,421
4942.267596921177,3.9327425063729287,1840.4547097859995,230000,229000,421
5022.829950190259,3.5071582472085954,1882.3783760409997,235000,234000,421
5167.399345327999,4.1251848796606065,1924.6576617009996,240000,239000,421
4215.769468792631,4.2286017095685,1966.2452897579997,245000,244000,421
4954.990751183305,4.083922827470302,2008.3360532019997,250000,249000,421
4971.354343868413,4.252661782741547,2050.6078878269996,255000,254000,421
4780.001818479942,4.074531218373775,2094.0761068949996,260000,259000,421
5140.9193963826465,4.37035063753128,2136.6565622099997,265000,264000,421
5426.0089555435825,3.366634082245827,2179.1616974089998,270000,269000,421
5524.429776400176,4.346641707384586,2214.989054441,275000,274000,421
5150.913410068718,4.404873369944095,2250.2953910290003,280000,279000,421
5549.465411098076,4.576372316694259,2287.012650014,285000,284000,421
5551.570960807614,4.603712294030189,2323.370552153,290000,289000,421
5576.78131226885,4.802648028218746,2360.2555085730005,295000,294000,421
5539.745141440691,4.685652325928211,2395.7857687170003,300000,299000,421
5763.921337095582,4.903500822091103,2432.4793269170004,305000,304000,421
5938.508268612345,4.922802521586418,2469.0254937390005,310000,309000,421
5722.0659394517925,5.00012225701809,2504.8661304990005,315000,314000,421
5675.499370410953,5.102029705166816,2541.9429313760006,320000,319000,421
6028.291463031552,5.1999769857883456,2578.3463380380012,325000,324000,421
6167.233737794665,5.107912370705605,2615.200699461001,330000,329000,421
5986.614534356208,4.828440033781528,2651.935232046001,335000,334000,421
5878.485927188888,5.183901725494861,2688.004545058001,340000,339000,421
6281.904887502786,5.210330042088032,2725.0230696880008,345000,344000,421
5920.476409849229,5.314854144477844,2761.7285040430006,350000,349000,421
6076.44216869165,5.219792651283741,2798.7213495880005,355000,354000,421
6124.8297081307155,5.305982961499691,2835.192125530001,360000,359000,421
6311.357122251612,5.3601211425066,2871.6544228510006,365000,364000,421
5887.3712425239155,5.422132648742199,2907.8940685110006,370000,369000,421
5990.83367889934,5.4782934576034545,2944.8715259220003,375000,374000,421
4871.323920934045,5.558624926614761,2980.793218807,380000,379000,421
5428.370572568263,5.439842234683037,3017.7791467169995,385000,384000,421
6210.377610266562,5.600936534333229,3054.9288250489994,390000,389000,421
6184.553733014492,5.608183500254154,3091.502943117,395000,394000,421
5608.360240836302,5.4711997831106185,3127.0632883720004,400000,399000,421
5298.631617371118,5.528468657112121,3161.911449424,405000,404000,421
6404.9996193673205,5.609807925713063,3199.7051916880005,410000,409000,421
6316.711609196011,5.684115900981427,3236.165629351,415000,414000,421
6716.330000651887,5.252478451287747,3272.4564426640004,420000,419000,421
6140.2539605677075,4.457425779199601,3308.7102294270003,425000,424000,421
6254.62562887431,5.7773708439826965,3345.068635141,430000,429000,421
6224.079471403576,5.854193879508972,3381.3033965890004,435000,434000,421
6483.414593128963,5.729883300518989,3417.808983687001,440000,439000,421
6426.304660736222,5.620497414088249,3452.773394495002,445000,444000,421
5591.631071655524,5.639607803702354,3488.8064990020025,450000,449000,421
6514.112996980215,5.9074571925282475,3526.256348014001,455000,454000,421
6373.695019248838,5.69037187885046,3564.5219074130023,460000,459000,421
6438.23198107569,5.641683177113533,3602.001817730002,465000,464000,421
6172.303111723,5.670009727919101,3639.035155875002,470000,469000,421
6558.453407922001,5.707330928122997,3675.7662026720022,475000,474000,421
6807.599595478567,5.771123031318187,3712.825938892002,480000,479000,421
6178.091837107682,5.7194162979125975,3750.067881290002,485000,484000,421
6023.03404601301,5.7281176530122755,3787.704332046002,490000,489000,421
6680.890418326619,5.659621925342083,3825.1513699670018,495000,494000,421
6337.546442840837,4.456660776591301,3863.795067579002,500000,499000,421
6663.387858098363,5.645883290839195,3902.120313238002,505000,504000,421
6036.877370456821,5.789364394116402,3939.9607989570027,510000,509000,421
6647.541055122054,5.849510105621815,3977.458383196003,515000,514000,421
6621.282613279492,5.765975625121594,4015.431627577003,520000,519000,421
6027.057809711403,5.792393605017662,4052.813710292003,525000,524000,421
6560.955636860885,5.767272749853134,4090.1910030730037,530000,529000,421
6262.638145531768,5.521874627447128,4128.358126839004,535000,534000,421
6280.539207594874,5.9058548735260965,4165.359903325005,540000,539000,421
6325.713035430705,5.94820451990366,4202.845417925004,545000,544000,421
6493.574408442548,6.730484642374516,4240.2458399600055,550000,549000,421
6797.688612569788,5.884841906571388,4278.369555455005,555000,554000,421
6766.04233791506,5.578416477108002,4316.035144114005,560000,559000,421
6797.0368521981845,4.055838073599339,4353.156441362005,565000,564000,421
6547.551374963868,5.92262804377079,4390.460709744004,570000,569000,421
6210.7573980392835,5.131532734906673,4428.653830350004,575000,574000,421
6484.729339226718,6.059699489331245,4466.338949884004,580000,579000,421
6949.640882427157,5.883121465861797,4503.314486132005,585000,584000,421
7214.647289541285,6.171731100642681,4541.295460693005,590000,589000,421
7042.194184821345,5.980408634221554,4578.432666338005,595000,594000,421
7133.166100752363,5.972842969655991,4615.9171127040045,600000,599000,421
7023.931325382526,6.0317676481127735,4653.750635474005,605000,604000,421
7189.32185858433,6.065371305942535,4691.636446258004,610000,609000,421
7353.821937946819,5.414654012155533,4728.260826012005,615000,614000,421
7431.987631805986,6.15086776137352,4765.694524782004,620000,619000,421
7431.09947476104,6.324292521226406,4803.425717524004,625000,624000,421
6974.824182971725,5.712869992601871,4840.209702736003,630000,629000,421
7243.74942949425,6.268680911803245,4877.883104690003,635000,634000,421
7214.001033916698,6.457551932728291,4916.102182915003,640000,639000,421
7248.2160713921285,6.533752264916897,4954.293570190002,645000,644000,421
7110.443427792605,6.498883463537693,4992.187888682003,650000,649000,421
7391.682111318849,6.504992310154438,5029.2346219220035,655000,654000,421
7509.108735025618,6.2518606982827185,5067.982108156002,660000,659000,421
7281.100034822208,6.37009457449913,5105.890940571004,665000,664000,421
7208.477756045783,6.529059472084046,5143.517204070004,670000,669000,421
7431.9158057292325,6.594847267413139,5181.563561056004,675000,674000,421
7373.756313702304,6.600641200745105,5218.064315029003,680000,679000,421
7469.37901832158,6.637690898013115,5255.687659923004,685000,684000,421
7633.502300859769,6.622667289555073,5293.853110701002,690000,689000,421
7394.786716419815,6.47398742313385,5331.215677500002,695000,694000,421
7581.026612901742,6.504705139386654,5368.978683052002,700000,699000,421
6758.8758051405675,6.731621164214611,5406.292546491002,705000,704000,421
7208.131560562912,6.738040600466729,5443.523696647002,710000,709000,421
7472.479549210552,6.7104551896691325,5480.830123907002,715000,714000,421
7786.587206326083,6.78095834209919,5518.131010075003,720000,719000,421
7520.509695391445,6.676269955956936,5555.395255867003,725000,724000,421
7523.454191280401,6.913398434495926,5593.181640932004,730000,729000,421
7506.851822177251,6.714903100419044,5631.877216990004,735000,734000,421
7716.27565551915,6.6839643723845485,5669.517351597004,740000,739000,421
7334.199634324485,6.844918639814853,5706.386747751003,745000,744000,421
7558.222465702461,6.724762624204159,5743.9907546540035,750000,749000,421
7649.310996995242,6.785788767528534,5781.172918719003,755000,754000,421
7314.706863536022,6.707530478227138,5817.990117950003,760000,759000,421
7380.918435950269,6.769007844269276,5855.787425100003,765000,764000,421
7730.755926855867,6.787715414309502,5893.806711490002,770000,769000,421
7720.049714780796,6.98766080930233,5931.089953482004,775000,774000,421
7576.256488968582,6.924812638366222,5968.726556133002,780000,779000,421
7828.536121854074,6.973693823480606,6006.623991241004,785000,784000,421
7702.488419806361,7.086747590208054,6044.320291646003,790000,789000,421
7452.792981129647,6.939180607759953,6081.786132395004,795000,794000,421
7605.783254033777,6.991208894681931,6118.529483660002,800000,799000,421
7892.49326384791,6.996803937125206,6155.587654373003,805000,804000,421
7771.236819922085,6.939899421954155,6193.447863307003,810000,809000,421
7528.957500246307,6.943414220821857,6231.830713013003,815000,814000,421
6872.641259038294,6.889319613933563,6269.884298928004,820000,819000,421
7718.936641543218,6.976370410716534,6307.824326916003,825000,824000,421
7613.102230032171,6.92495258641243,6345.139556408005,830000,829000,421
7736.204006124734,6.9178708880066875,6382.565959595004,835000,834000,421
7738.369413978895,7.014280653584003,6420.701634852003,840000,839000,421
7398.889371375013,6.924203416848183,6458.315173473004,845000,844000,421
7896.921701965401,5.822569798588753,6495.232365486005,850000,849000,421
7491.049505951123,6.90092286810875,6532.871369242004,855000,854000,421
7787.463604456158,6.833371719872951,6570.634551251003,860000,859000,421
7989.887240951515,7.079997283434868,6607.880147174004,865000,864000,421
7768.690147745552,6.991322913551331,6645.151006210004,870000,869000,421
7756.547343697098,6.9289570461392405,6682.287444788004,875000,874000,421
7898.568967117089,7.052391186475754,6719.953758347005,880000,879000,421
7835.8537651341685,7.064615443742276,6757.894891999005,885000,884000,421
7894.924925869927,7.131447485947609,6795.688043875005,890000,889000,421
7848.577060767742,7.019205175840854,6833.178471191006,895000,894000,421
7614.7187526996595,7.087574301302433,6870.945240972005,900000,899000,421
7606.477189776623,7.085293265497684,6908.929308674005,905000,904000,421
8135.050198752464,7.169637948954105,6947.1198546420055,910000,909000,421
7933.826741954918,7.069916770708561,6984.720853212006,915000,914000,421
7695.848435900863,7.240448526275158,7021.430132370007,920000,919000,421
7909.262358736511,7.131582745945454,7058.404664024007,925000,924000,421
8143.283667572896,7.225807097411156,7096.399693155006,930000,929000,421
7930.949425882156,7.098985975635052,7133.243240797006,935000,934000,421
7930.643286824759,7.078633681094646,7170.137323044006,940000,939000,421
8222.349968076662,7.228311372828483,7207.928741950005,945000,944000,421
7779.635360335034,7.134823884522915,7245.960284970004,950000,949000,421
8061.971405130894,7.233952337622642,7282.826175740005,955000,954000,421
7885.558515659953,7.248042250955105,7320.349271389005,960000,959000,421
8141.987185573567,7.06939683918953,7357.944379611006,965000,964000,421
7688.835236778886,7.100484540379047,7395.919494631007,970000,969000,421
8003.876343008684,7.126682495069503,7434.234984032008,975000,974000,421
7748.857133885594,7.075935104048252,7470.993422075007,980000,979000,421
8200.66883955455,7.16276922096014,7507.870685485008,985000,984000,421
7822.996937413051,7.087289823770523,7546.006936874008,990000,989000,421
8013.730391749045,7.274560156977176,7582.949867535008,995000,994000,421
8103.405733717596,7.177793897879123,7620.570053305008,1000000,999000,421
8209.44152222056,7.126735695528984,7656.745791985009,1005000,1004000,421
7645.609846661214,7.163784339869022,7694.6320384070095,1010000,1009000,421
8132.793917282742,7.139256335616111,7730.90759353101,1015000,1014000,421
8072.061686893516,7.134178452181816,7768.5437698530095,1020000,1019000,421
7632.9282584354605,7.048769211065769,7806.36838111701,1025000,1024000,421
8320.683103512014,7.114632466292381,7845.787572178009,1030000,1029000,421
8061.183014201238,7.104304898428917,7883.508325679009,1035000,1034000,421
8359.8627170552,7.3633485016584395,7920.67737212901,1040000,1039000,421
8152.661391223204,7.254727183437347,7958.257424351008,1045000,1044000,421
8258.423575289471,7.146132036399841,7996.668318388009,1050000,1049000,421
8146.532552899735,7.371527709031105,8034.179507546009,1055000,1054000,421
7957.563981998394,7.298070024716854,8072.0117326910095,1060000,1059000,421
8102.7696638761,7.229089697146415,8109.382076008007,1065000,1064000,421
8098.987510340138,7.287959728395939,8147.481878571007,1070000,1069000,421
8447.988730898822,7.444358604478836,8184.954385653005,1075000,1074000,421
8456.04040037611,7.504176484918594,8222.801306973006,1080000,1079000,421
7679.766141452009,7.328934014642239,8260.394537473006,1085000,1084000,421
8178.122828955877,7.445019266879559,8298.914665519007,1090000,1089000,421
8292.450525607483,7.444076386618614,8337.115541542009,1095000,1094000,421
8405.377894739027,7.266651548016071,8373.805433004009,1100000,1099000,421
8086.67905386401,7.197367136228085,8411.93337989701,1105000,1104000,421
8432.403612040449,7.251910233163834,8450.011333748007,1110000,1109000,421
8448.597338972206,7.503640109324455,8488.422348613009,1115000,1114000,421
8375.230700546857,7.426733872282505,8527.691128442008,1120000,1119000,421
8452.58654478126,7.448023292803764,8565.264640687008,1125000,1124000,421
8313.698030741885,7.313620035791397,8602.001574776008,1130000,1129000,421
8317.519830944455,7.449807774555683,8638.852410156007,1135000,1134000,421
8508.68372540559,7.389001409757137,8676.291636735006,1140000,1139000,421
8458.927757935711,7.417075690543651,8713.975339150005,1145000,1144000,421
8526.125187861546,7.368240093791485,8752.544209248006,1150000,1149000,421
8555.674941543826,7.412068840408325,8790.020657714007,1155000,1154000,421
8529.970977611532,7.403208252382279,8826.902617103007,1160000,1159000,421
8455.880171713696,7.556672049164772,8863.395311929009,1165000,1164000,421
8585.43963877853,7.619404559957981,8899.261224368009,1170000,1169000,421
8502.506118433981,7.473208815777302,8935.962771833008,1175000,1174000,421
8594.094782760152,7.479495167994499,8970.552451739008,1180000,1179000,421
8352.050641443506,7.543346156930923,9004.972946177006,1185000,1184000,421
8592.821924590045,7.636737133264542,9041.757012511007,1190000,1189000,421
8533.587961445035,7.482308941090107,9076.630274783007,1195000,1194000,421
8360.429588715122,7.424761287844181,9111.588402385007,1200000,1199000,421
8514.68063653698,7.4463052314162255,9146.014737680005,1205000,1204000,421
8643.263292975802,7.50668614563942,9180.377985784005,1210000,1209000,421
8518.273326667106,7.605703366184235,9216.109485349005,1215000,1214000,421
8605.185159124461,7.6061726572751995,9251.536592934006,1220000,1219000,421
8488.685640792677,7.641641183519363,9286.912647130006,1225000,1224000,421
8668.159741199474,7.612691777050495,9322.180611423006,1230000,1229000,421
8441.511058051365,7.656224767816067,9356.544405060007,1235000,1234000,421
8328.604868092205,7.569889507830143,9391.927526772008,1240000,1239000,421
8667.55641278165,7.775614879488945,9426.995100309006,1245000,1244000,421
8624.190504018163,7.637332316184044,9461.237239112006,1250000,1249000,421
8687.707848516544,7.5525159446835515,9496.387939388007,1255000,1254000,421
8697.463845983726,7.538621320354938,9530.612990239006,1260000,1259000,421
8738.535447014614,7.534069596040249,9565.691730311008,1265000,1264000,421
8495.522527393532,7.592482914435863,9600.262912220007,1270000,1269000,421
8612.895437160229,7.613719602179527,9635.714104529008,1275000,1274000,421
8703.246273648667,7.686979804253578,9670.642474735008,1280000,1279000,421
8612.278683886992,7.729558263647556,9705.999745369007,1285000,1284000,421
8687.638441638966,7.704258608841896,9741.346384642007,1290000,1289000,421
8653.124810947842,7.779283903336525,9775.621868939006,1295000,1294000,421
8758.822899225093,7.67182503619194,9809.826421712007,1300000,1299000,421
8740.954422920277,7.636808907985687,9845.074183743005,1305000,1304000,421
8718.052147769067,7.71936542160511,9879.252586277005,1310000,1309000,421
8730.996729900231,7.606818560624123,9914.245702266006,1315000,1314000,421
8589.68701503189,7.444817596399784,9949.009146065007,1320000,1319000,421
8679.149753276743,7.486635467231274,9984.426931665006,1325000,1324000,421
8712.348467826505,7.702442133903504,10018.638986260006,1330000,1329000,421
8732.561688676358,7.656583666193486,10054.191118660006,1335000,1334000,421
8746.2658399726,7.570554567933082,10089.379203807008,1340000,1339000,421
8492.43718656984,7.673008017992974,10124.014754090005,1345000,1344000,421
8550.67827397526,7.667220371413231,10158.458867550005,1350000,1349000,421
8733.603418166818,7.712777984571457,10194.517885692005,1355000,1354000,421
8760.942598352325,7.613297415971756,10230.728558126004,1360000,1359000,421
8640.88455739834,7.837821716213226,10265.851603300001,1365000,1364000,421
8450.3870003546,7.663215309047699,10300.504038013003,1370000,1369000,421
8660.404231700542,7.58881389670372,10334.620411460004,1375000,1374000,421
8877.878195002599,7.463429761517048,10369.675291849002,1380000,1379000,421
8826.777828137827,7.793751829242706,10404.549076502002,1385000,1384000,421
8685.083440206545,7.844769849276543,10439.638756573,1390000,1389000,421
8840.649427623019,7.773438370251656,10473.797652799001,1395000,1394000,421
8750.660238669181,7.816007519769669,10509.151835170002,1400000,1399000,421
8593.101380297467,7.763203589546681,10543.599456921,1405000,1404000,421
8926.883467233645,7.6861859026193615,10577.961418312,1410000,1409000,421
8694.20703790365,7.598824445366859,10612.596587931,1415000,1414000,421
8604.361923952496,7.7568792435646055,10647.847432093002,1420000,1419000,421
8986.697802327293,7.804323532676697,10683.212674760001,1425000,1424000,421
8813.075616125469,7.863859560513497,10718.759770924002,1430000,1429000,421
8784.479021883504,7.983419932317734,10753.554018382,1435000,1434000,421
8848.968690445938,7.8107471063137055,10788.351793214,1440000,1439000,421
8679.20115208199,7.909564379668236,10823.669249388999,1445000,1444000,421
8976.712241579768,8.128605382692815,10859.282276748998,1450000,1449000,421
8815.347498271318,7.963675714528561,10893.761768428,1455000,1454000,421
8795.050081136702,7.774407702481747,10928.258742788,1460000,1459000,421
