Hyperparameters
Env: Hopper-v3
Seed: 2
Eval frequency: 5000
Number of initial exploration steps: 1000
Replay buffer size: 1000000
Minimum replay buffer size: 1000
Max env steps: 1000000
Batch size: 256
Discount factor: 0.99
Target entropy: None
Target network update smoothing (τ): 0.005
Fixed alpha: 0.2
Frequency of target updates: 1

avg_reward,log_probs,alpha,time,env_steps,grad_steps,seed
14.28456934642899,nan,0.20000000298023224,0,0,0,2
229.41120346223335,-1.0967274473499853,0.20000000298023224,37.64354560399988,5000,4000,2
333.57731480862435,-0.6604620270490646,0.20000000298023224,87.26407207000193,10000,9000,2
324.86244094434556,-0.181494731426239,0.20000000298023224,138.6488278100005,15000,14000,2
319.110333487555,-0.07112763001918793,0.20000000298023224,189.00043419100075,20000,19000,2
345.3197635665857,0.008214639687538147,0.20000000298023224,238.48284973700174,25000,24000,2
386.0372069838406,-0.0036569475173950194,0.20000000298023224,288.04404319400237,30000,29000,2
373.0113504349156,-0.13140791335105895,0.20000000298023224,338.12176566900234,35000,34000,2
481.652919461445,-0.21882060101032258,0.20000000298023224,386.3411210680024,40000,39000,2
339.02602036680656,-0.2400472725868225,0.20000000298023224,434.53256499400413,45000,44000,2
395.1655848717335,-0.26491238033771514,0.20000000298023224,482.6858074070042,50000,49000,2
560.6920338576012,-0.11725420405864716,0.20000000298023224,529.8034827160045,55000,54000,2
627.0989589043406,0.18202148942947388,0.20000000298023224,577.4609903220044,60000,59000,2
933.181251250219,0.39625125074386597,0.20000000298023224,624.5028250900032,65000,64000,2
692.4699555897231,0.6368848999023438,0.20000000298023224,672.7295996150042,70000,69000,2
828.0988821775102,0.5353624107122421,0.20000000298023224,721.6613452440051,75000,74000,2
1028.8940220135664,0.7102957224607468,0.20000000298023224,770.0928644820033,80000,79000,2
1067.493669036943,0.8226957778692245,0.20000000298023224,817.8321595860016,85000,84000,2
814.366880189706,0.6856672095298767,0.20000000298023224,865.4058295910017,90000,89000,2
836.1045017062731,0.5082570874214173,0.20000000298023224,913.718298611002,95000,94000,2
1335.4421895409298,0.49059979944229126,0.20000000298023224,962.8375744850018,100000,99000,2
847.7701759225547,0.5196507695198059,0.20000000298023224,1010.060981943001,105000,104000,2
998.515961269147,0.52201909096241,0.20000000298023224,1059.0835568070015,110000,109000,2
2404.3411534300153,0.5794498022556305,0.20000000298023224,1107.971438853001,115000,114000,2
2445.7656296350992,0.6438409406661987,0.20000000298023224,1155.0121975810016,120000,119000,2
2735.115982126165,0.4124009488582611,0.20000000298023224,1202.3488726720025,125000,124000,2
2981.7149212284403,0.2597013635158539,0.20000000298023224,1250.7696039870043,130000,129000,2
2995.854038487814,0.17172207539081574,0.20000000298023224,1298.4087795280047,135000,134000,2
3191.6439991665547,0.05938160433769226,0.20000000298023224,1345.7877693270038,140000,139000,2
3247.6538774184014,0.0976592455148697,0.20000000298023224,1394.790988638004,145000,144000,2
3178.124798581991,0.10539057767391205,0.20000000298023224,1442.6910821360034,150000,149000,2
3297.092185109236,0.02251691498756409,0.20000000298023224,1489.9984283350022,155000,154000,2
