Hyperparameters
Env: HalfCheetah-v3
Seed: 3
Eval frequency: 5000.0
Number of initial exploration steps: 25000.0
Max env steps: 1500000.0
Batch size: 256
Discount factor: 0.99
Target network update rate: 0.005
Policy noise: 0.2
Noise clip: 0.5
Frequency of delayed policy updates: 2

avg_reward,time,env_steps,grad_steps,seed
-3.635240051928507,0,0,0,3
-3.635240051928507,0.415384175000014,5000,0,3
-3.635240051928507,0.8355086480000296,10000,0,3
-3.635240051928507,1.2504468910000242,15000,0,3
-3.635240051928507,1.6632851800000594,20000,0,3
-3.635240051928507,2.075000768000052,25000,0,3
-450.9698111044031,26.30978086500005,30000,5000,3
-389.7550872577239,51.25614622300006,35000,10000,3
1147.904580329727,83.02174394500005,40000,15000,3
1232.3275764761618,121.45239306700003,45000,20000,3
1833.673330705251,153.69336792600004,50000,25000,3
2601.6744862380074,183.57812457300005,55000,30000,3
2808.7536286612603,221.1017229400001,60000,35000,3
3226.782358518872,253.7381316610001,65000,40000,3
2964.6118475328703,283.016295303,70000,45000,3
3005.85764566366,315.884486897,75000,50000,3
3896.341109974304,346.470914085,80000,55000,3
4166.752083060221,381.038296567,85000,60000,3
4415.236900518724,417.04608527799996,90000,65000,3
4588.025849506818,449.15833817299995,95000,70000,3
4272.9723210265565,482.74255349399994,100000,75000,3
4576.905409616203,512.7487508339999,105000,80000,3
4715.269781877896,543.2740831529999,110000,85000,3
4367.346413392727,577.0043235359999,115000,90000,3
5017.31523133839,615.9324847879999,120000,95000,3
4956.247052633153,642.7766175809999,125000,100000,3
4974.051532840699,668.944529131,130000,105000,3
4971.317111337305,696.3355062469999,135000,110000,3
5189.897214832219,728.281788972,140000,115000,3
5124.66823347922,759.6184484150001,145000,120000,3
5396.180510321753,795.157060043,150000,125000,3
5456.592973047469,831.063163668,155000,130000,3
5684.252050618489,866.5537641430001,160000,135000,3
5428.297219786638,901.8364052100001,165000,140000,3
5723.748958941966,936.9679063449998,170000,145000,3
5692.361055577368,969.684069058,175000,150000,3
5713.016419974974,1004.450482474,180000,155000,3
5727.781272342914,1030.5852137979998,185000,160000,3
5860.581257544554,1057.490188263,190000,165000,3
5938.489221016651,1083.573685716,195000,170000,3
5892.515705103408,1110.028373589,200000,175000,3
6034.329807948018,1136.379701881,205000,180000,3
6114.67340976771,1165.8741868510003,210000,185000,3
6068.275936118856,1195.5726540790004,215000,190000,3
6245.09935341668,1225.1660834000002,220000,195000,3
6245.302416316847,1258.1448785770003,225000,200000,3
6256.012568581592,1296.9843343880004,230000,205000,3
6236.126750821674,1338.0111835330003,235000,210000,3
6242.108714823726,1379.4232178740006,240000,215000,3
6263.839729175389,1421.0604170380004,245000,220000,3
5709.516047031918,1461.2892111220006,250000,225000,3
6457.571330394247,1493.4861617550005,255000,230000,3
6529.234807934119,1523.8355407530007,260000,235000,3
6451.76553819537,1556.9577718980006,265000,240000,3
6532.091909468385,1591.6168931450006,270000,245000,3
6502.978676484736,1619.9188311770006,275000,250000,3
6554.929527606892,1651.237113930001,280000,255000,3
6654.05088746569,1682.024197455001,285000,260000,3
6697.581351528961,1712.631870723001,290000,265000,3
6609.833063197673,1742.944477108001,295000,270000,3
6646.063741804111,1773.359987263001,300000,275000,3
6785.666223048373,1804.139189481001,305000,280000,3
6716.288387442679,1834.1758005650006,310000,285000,3
6628.026015604871,1865.6584720860008,315000,290000,3
6792.346431056915,1893.3531133860008,320000,295000,3
6759.578700178723,1925.5955193910006,325000,300000,3
7060.111925603984,1954.0001715670007,330000,305000,3
6939.328546606524,1981.1102613440005,335000,310000,3
6953.431411742735,2008.4020597310007,340000,315000,3
7139.261028447234,2035.7336568690005,345000,320000,3
6913.932224310544,2062.755107183001,350000,325000,3
7098.79463787778,2090.4200562370006,355000,330000,3
7006.86140330487,2117.5319089550003,360000,335000,3
7157.036707615717,2144.4542458160004,365000,340000,3
7060.692479913188,2174.563692134001,370000,345000,3
7458.466942642723,2211.0855205160005,375000,350000,3
7449.51951058002,2238.1886729100006,380000,355000,3
7305.661541559204,2265.5539227070003,385000,360000,3
7309.852079581482,2292.8088058390003,390000,365000,3
7453.902014700225,2320.8724888980005,395000,370000,3
7475.8392520405305,2350.330787582001,400000,375000,3
7490.077762843908,2382.8908559830006,405000,380000,3
7668.2343036583015,2423.5201966860004,410000,385000,3
7726.823983340594,2464.0771458850013,415000,390000,3
7190.850477853329,2496.4195644380006,420000,395000,3
7598.319244582538,2527.263178448001,425000,400000,3
7622.273116359329,2555.785920055,430000,405000,3
7656.038772152268,2583.13016065,435000,410000,3
7783.14778190535,2611.8145085290007,440000,415000,3
7902.047811549873,2645.0773356650006,445000,420000,3
7787.75286682131,2672.049839673001,450000,425000,3
7830.585278088717,2704.0465599010004,455000,430000,3
7862.972476816396,2734.587661945,460000,435000,3
8049.728142718164,2765.5170775800007,465000,440000,3
8241.51445769931,2796.0297301010005,470000,445000,3
7615.239875319075,2826.2171412550006,475000,450000,3
8076.952783420366,2866.1804653530007,480000,455000,3
8265.538042105367,2907.959492584,485000,460000,3
7966.6276110800445,2950.2166442450007,490000,465000,3
8382.78654081503,2991.6363480420005,495000,470000,3
8232.705257990816,3027.315141891001,500000,475000,3
8285.291764030788,3054.4633402120007,505000,480000,3
8449.400173597362,3082.4051235430006,510000,485000,3
8553.542145680762,3109.4195952560003,515000,490000,3
8312.962067571565,3136.9641947050004,520000,495000,3
8471.419247427815,3164.5176819140006,525000,500000,3
8538.528148130375,3194.4158975910004,530000,505000,3
8628.692810620309,3226.050181914001,535000,510000,3
8506.969123301553,3256.4109336560005,540000,515000,3
8773.657497408221,3286.362647760001,545000,520000,3
8485.458519736567,3315.765067651,550000,525000,3
8584.769537467904,3346.4123154630006,555000,530000,3
8806.491014115898,3379.603876743001,560000,535000,3
8540.350372714782,3410.1978614790005,565000,540000,3
8875.057979032794,3439.102930246001,570000,545000,3
8446.83520222365,3465.8628336560005,575000,550000,3
8871.953689061116,3492.881726519001,580000,555000,3
8760.998191688177,3519.8834837700015,585000,560000,3
8724.78124554625,3547.341790526002,590000,565000,3
8874.88341927563,3578.381767803002,595000,570000,3
8910.869844502497,3609.176067786002,600000,575000,3
8841.845547005883,3638.8289537280025,605000,580000,3
8899.902230532809,3666.5802146720025,610000,585000,3
8951.709742172268,3693.5431944400025,615000,590000,3
8674.454527370464,3720.5629729380016,620000,595000,3
8790.204411421564,3751.2549283790013,625000,600000,3
8958.309861369584,3782.133346939002,630000,605000,3
8874.307893151072,3809.7032197370017,635000,610000,3
9295.243743009181,3836.308954985002,640000,615000,3
9123.312793242552,3865.224716570001,645000,620000,3
9276.143770727187,3896.407739827001,650000,625000,3
9160.482894240597,3923.940157522001,655000,630000,3
8924.844810825152,3951.4214578280007,660000,635000,3
9044.74829429513,3979.116860121002,665000,640000,3
9139.897829482585,4006.3412960610012,670000,645000,3
9261.243560514446,4034.6409592850014,675000,650000,3
9147.923567328997,4067.930235373002,680000,655000,3
9249.516146636157,4101.359086033001,685000,660000,3
9217.066578551774,4134.749733262001,690000,665000,3
9203.126085971748,4175.331315327001,695000,670000,3
9278.733993911785,4205.762432718001,700000,675000,3
9187.787424528875,4235.928532514002,705000,680000,3
9328.80090792735,4269.692870992002,710000,685000,3
9424.460754323818,4303.680188553001,715000,690000,3
9487.543343671332,4339.593368885002,720000,695000,3
9259.256536174824,4374.328890650002,725000,700000,3
9408.895118843786,4406.8679945970025,730000,705000,3
9627.224912612495,4440.0620992520035,735000,710000,3
9675.804940010752,4474.638451025004,740000,715000,3
9180.266375981846,4505.590143225003,745000,720000,3
9583.678688989265,4537.836017966002,750000,725000,3
9537.355090743906,4573.681609488002,755000,730000,3
9569.793276677008,4605.478969513002,760000,735000,3
9463.18937829471,4640.2674885350025,765000,740000,3
9636.50743474092,4676.7719260110025,770000,745000,3
9556.647371393516,4711.120380855003,775000,750000,3
9345.21140096194,4744.220627494002,780000,755000,3
9776.107204330114,4777.459757927002,785000,760000,3
9355.210670280212,4811.363223733002,790000,765000,3
9618.917500804499,4846.777942721002,795000,770000,3
9752.32175584046,4874.697078348002,800000,775000,3
9511.162406383795,4902.433218723002,805000,780000,3
