Hyperparameters
Env: HalfCheetah-v3
Seed: 23
Eval frequency: 5000.0
Number of initial exploration steps: 25000.0
Max env steps: 1500000.0
Batch size: 256
Discount factor: 0.99
Target network update rate: 0.005
Policy noise: 0.2
Noise clip: 0.5
Frequency of delayed policy updates: 2

avg_reward,time,env_steps,grad_steps,seed
-1.7227720750694027,0,0,0,23
-1.7227720750694027,0.5364715670002624,5000,0,23
-1.7227720750694027,1.111306341990712,10000,0,23
-1.7227720750694027,1.7233289589930791,15000,0,23
-1.7227720750694027,2.2261580009944737,20000,0,23
-1.7227720750694027,2.7475933879904915,25000,0,23
-498.9860337609278,38.198139163985616,30000,5000,23
-374.2844418783049,73.66538504399068,35000,10000,23
809.3690456845758,110.17690414797107,40000,15000,23
795.9218758766299,148.78640122897923,45000,20000,23
1148.3797898932378,189.06344359998184,50000,25000,23
963.406730292498,226.3952496019774,55000,30000,23
1434.8256979680236,267.29559976697783,60000,35000,23
2296.2609913248903,307.7182054659788,65000,40000,23
3233.2253918090873,347.81381447496824,70000,45000,23
3408.1867115036875,387.82175778597593,75000,50000,23
3497.3674272702847,423.88465078896843,80000,55000,23
4215.13881076554,464.44875790795777,85000,60000,23
3228.7333488017184,507.16256925996277,90000,65000,23
4209.116814968637,546.8442314779531,95000,70000,23
3666.576868337964,586.4412167399714,100000,75000,23
4607.15387915565,626.1160470899631,105000,80000,23
4500.777479285483,661.5414882469777,110000,85000,23
4906.088669540414,703.3309432749666,115000,90000,23
5162.45005070352,738.3356823909708,120000,95000,23
4509.098426959426,773.734822237966,125000,100000,23
5099.338308068768,810.0057722519705,130000,105000,23
5345.917703201814,851.3272752729681,135000,110000,23
5127.687310562155,887.7012275099551,140000,115000,23
5106.6150681452,927.222340941953,145000,120000,23
5045.608839312294,967.4815138749691,150000,125000,23
5653.3200829554125,1006.9577318279626,155000,130000,23
5672.563206709428,1044.5774319219636,160000,135000,23
5758.090444438232,1080.5909667509695,165000,140000,23
5923.472503015022,1115.6364241109695,170000,145000,23
6195.183990533501,1150.753757599974,175000,150000,23
6133.872374573112,1195.3828032589809,180000,155000,23
5999.851525544858,1230.0767088969878,185000,160000,23
6287.949647767295,1264.643284558988,190000,165000,23
5958.219787158922,1302.7158982719848,195000,170000,23
6582.34293886855,1339.9016797069926,200000,175000,23
6404.355346244848,1381.5577059890056,205000,180000,23
6482.567936632595,1420.4494085079932,210000,185000,23
6554.713461069345,1456.6483846909978,215000,190000,23
6587.073576954173,1492.8813136479876,220000,195000,23
6759.535135307231,1525.7490431379993,225000,200000,23
