Hyperparameters
Env: HalfCheetah-v3
Seed: 727
Eval frequency: 5000
Number of initial exploration steps: 10000
Replay buffer size: 1000000
Minimum replay buffer size: 1000
Max env steps: 1500000
Batch size: 256
Discount factor: 0.99
Target entropy: -6
Target network update smoothing (τ): 0.005
Fixed alpha: None
Frequency of target updates: 1

avg_reward,avg_log_probs,alpha,time,env_steps,grad_steps,seed
-1.8904446931217447,nan,1.0,0,0,0,727
-267.31649082796207,nan,0.3669329285621643,38.228064296999975,5000,4000,727
-372.9267346524731,nan,0.1382627636194229,84.87774346699999,10000,9000,727
-315.1149934738557,1.5294535464824592,0.04864174500107765,138.34656349599996,15000,14000,727
-340.1268081024672,2.551726001214981,0.018041761592030525,191.81355146099997,20000,19000,727
-166.79097583923956,4.418408234357834,0.006860129535198212,245.04063871099987,25000,24000,727
315.28919255285393,7.114554539442063,0.003919641021639109,299.000740118,30000,29000,727
1483.4387964332177,8.683246802663803,0.007415920030325651,352.445414694,35000,34000,727
1074.2244034953678,11.799316679239274,0.01413064543157816,405.5028384569999,40000,39000,727
2164.7233753316314,11.778189838933944,0.02147974632680416,458.72565033999996,45000,44000,727
2873.3466457240206,10.145431263065339,0.029849324375391006,512.6025030569999,50000,49000,727
3205.572593391427,10.119488817310334,0.03913813456892967,566.0943108099998,55000,54000,727
3712.867354197999,9.244455064058304,0.049956053495407104,619.4667095849998,60000,59000,727
3313.6226123331217,7.539319243955612,0.05592038482427597,672.6001761639998,65000,64000,727
3053.804455630766,7.728678497982025,0.05910284444689751,726.0590795659998,70000,69000,727
3756.096752591061,6.836291232919693,0.06300965696573257,779.1323128389997,75000,74000,727
4096.694777626792,9.102176839733124,0.07037999480962753,832.9630569409996,80000,79000,727
4133.270787711208,8.800416903162002,0.0740652084350586,886.0232155029996,85000,84000,727
4033.0566771769327,8.481472073078155,0.07905130088329315,939.4401813529996,90000,89000,727
4398.259213391497,8.076714188432694,0.08196443319320679,993.1921123359996,95000,94000,727
4320.188005359933,7.2819908198833465,0.08352977782487869,1046.6566814839996,100000,99000,727
4243.619931720548,8.228469231510163,0.08905302733182907,1100.0464823179998,105000,104000,727
4461.034388969389,7.0096889901161195,0.09063698351383209,1153.1025810269998,110000,109000,727
4411.7831867707355,8.381123706912994,0.09278374165296555,1206.3958904539998,115000,114000,727
4587.024702383334,8.176618263196945,0.09557747840881348,1259.3213448929998,120000,119000,727
4570.4852993854865,8.30838997335434,0.09897159039974213,1312.497213535,125000,124000,727
4688.524403747764,8.087618260097504,0.10206075012683868,1365.874291066,130000,129000,727
4949.957035535364,7.9914039246559145,0.10398612171411514,1418.934923567,135000,134000,727
4849.3365135148115,7.822350191926956,0.10451596230268478,1472.374596873,140000,139000,727
4648.449400248667,7.799969377040863,0.10575181990861893,1525.7885062999999,145000,144000,727
5029.332353700533,6.8817965493679045,0.10711166262626648,1578.810652993,150000,149000,727
5133.8105795459915,7.90748233923912,0.10691209882497787,1631.9957125530004,155000,154000,727
5111.045440560086,7.6974738728046415,0.11195538938045502,1685.044442151,160000,159000,727
5058.789473980638,7.77466821141243,0.11260658502578735,1738.16621042,165000,164000,727
5281.054659785665,7.85401564617157,0.11323930323123932,1791.071503999,170000,169000,727
5166.814755350516,7.662576189613342,0.11346054822206497,1844.5210808399997,175000,174000,727
5460.234506036447,7.749906930780411,0.11318358778953552,1897.8744403690002,180000,179000,727
5446.501018301079,7.7323029386520385,0.11599436402320862,1951.0634134379998,185000,184000,727
5340.686001084707,7.66699744720459,0.11942772567272186,2004.2336810049997,190000,189000,727
5393.20326068648,7.65475317606926,0.1215696856379509,2057.1553692219995,195000,194000,727
5555.283450300835,7.697612958955765,0.12195508927106857,2110.051478797999,200000,199000,727
5637.564414628161,7.605270272445678,0.12045863270759583,2162.977198656999,205000,204000,727
5449.248247103908,7.817832330560684,0.12213291227817535,2216.1884969869993,210000,209000,727
5478.008666874756,7.700933530044556,0.12297499924898148,2269.600949881999,215000,214000,727
5696.844836401911,7.663161265087128,0.12336542457342148,2322.420757246999,220000,219000,727
5599.3684925126345,7.5847079785346985,0.1268572360277176,2376.183626312999,225000,224000,727
5828.586406077485,7.717807646846771,0.1273421049118042,2429.9690613109988,230000,229000,727
5788.14623522934,7.682026286125183,0.13184408843517303,2483.6783395999987,235000,234000,727
6004.198583070253,5.818078915691376,0.12961739301681519,2536.817536353999,240000,239000,727
5887.898386875839,6.25732985496521,0.13118289411067963,2590.2090764479985,245000,244000,727
6025.109339698445,7.180154164600372,0.13486529886722565,2644.0808951749987,250000,249000,727
5989.748566827598,7.465218527078629,0.131081223487854,2697.181165183999,255000,254000,727
6091.355363438397,7.387016503810883,0.13556498289108276,2750.2451199959983,260000,259000,727
6130.593045984812,7.500988151741028,0.133121520280838,2803.1020385109987,265000,264000,727
5836.926539045831,7.494950168371201,0.1358630210161209,2855.8152675119986,270000,269000,727
5973.123238997717,7.519102485370636,0.1346159428358078,2909.0903985969985,275000,274000,727
6009.7898693370125,7.4363789608001705,0.13767802715301514,2962.3470820329985,280000,279000,727
6193.426377532995,7.4337611434459685,0.1340082287788391,3015.9215339999987,285000,284000,727
6331.667366518788,7.1262609058856965,0.14076951146125793,3069.0320784099986,290000,289000,727
6308.212919551931,7.601915352201462,0.1363619565963745,3122.109089128998,295000,294000,727
6248.954379159872,7.449062784004211,0.14475084841251373,3174.927484424998,300000,299000,727
6428.685702813485,7.503608155441285,0.1399805098772049,3227.6372522949982,305000,304000,727
6363.722170069339,7.538778887414932,0.14638929069042206,3280.440761240998,310000,309000,727
6295.291179098091,7.425310938215255,0.14408306777477264,3333.779474100999,315000,314000,727
5982.665589954788,7.401736562347412,0.14483502507209778,3387.753190652999,320000,319000,727
6220.161274627151,7.3980590438842775,0.14730757474899292,3441.8567495489992,325000,324000,727
6195.116818415636,7.385247225952148,0.1476122885942459,3494.990284955999,330000,329000,727
5854.352007646871,7.355765431308746,0.1475813090801239,3548.2440135109987,335000,334000,727
6613.493048681044,7.4101284604072575,0.14786900579929352,3601.5222255839985,340000,339000,727
6429.105411768405,7.547963623523712,0.15215928852558136,3654.527681302999,345000,344000,727
6338.738147712987,7.416297438383102,0.15550749003887177,3707.950930565998,350000,349000,727
6507.438697388218,7.264800451135636,0.15335914492607117,3762.047773175999,355000,354000,727
6722.010798324729,7.337979268455506,0.1540960818529129,3815.4313862939994,360000,359000,727
6550.114629732205,7.31791541557312,0.1541062891483307,3868.821518177999,365000,364000,727
6510.882571991402,7.209391627120971,0.15262793004512787,3922.5277392039993,370000,369000,727
6503.589165465063,7.280848969268799,0.1528998464345932,3975.8858989549994,375000,374000,727
6697.703884182358,7.282210917758942,0.1528029590845108,4028.8350899520005,380000,379000,727
6322.172709054162,7.149654715871811,0.15394626557826996,4081.644396561,385000,384000,727
6822.616807798414,7.094736117887497,0.15646794438362122,4135.302928536999,390000,389000,727
6563.087751741569,7.098162823009491,0.15458354353904724,4188.949666916,395000,394000,727
6753.970430256329,7.1303981756687165,0.16103041172027588,4242.209199275001,400000,399000,727
6757.299171318502,7.0122509994983675,0.15928290784358978,4295.338564161,405000,404000,727
6782.892344066185,6.917676965999603,0.1627691090106964,4348.4808018090025,410000,409000,727
6815.318872220482,7.090279929208755,0.1574157029390335,4402.126331419002,415000,414000,727
7019.951967616052,7.082942198610306,0.16475121676921844,4455.496290290002,420000,419000,727
6859.570002096351,7.130882461643219,0.1661093384027481,4509.083475278001,425000,424000,727
6858.532304811541,7.396254534482956,0.16670052707195282,4562.925604677002,430000,429000,727
6875.394871814175,7.030142474985123,0.1653268039226532,4616.134910117002,435000,434000,727
6946.562208454127,7.3038781457424165,0.16338661313056946,4669.338557547002,440000,439000,727
6936.341074369707,7.059163818407058,0.16677828133106232,4722.866139542002,445000,444000,727
7119.520059934077,6.938842158460617,0.1656036078929901,4776.069604468003,450000,449000,727
6913.231519892332,7.1412478039264675,0.16512830555438995,4829.7309767430015,455000,454000,727
6878.624672800173,7.080451213407517,0.16707707941532135,4883.729293020002,460000,459000,727
6657.820557922794,7.141537826824188,0.1703963577747345,4937.6130754250025,465000,464000,727
7160.3652746139705,7.068641537380219,0.16682285070419312,4990.969041172002,470000,469000,727
7135.77837972894,6.929028949546814,0.16455550491809845,5044.101076566003,475000,474000,727
