Hyperparameters
Env: HalfCheetah-v3
Seed: 100
Eval frequency: 5000
Number of initial exploration steps: 10000
Replay buffer size: 1000000
Minimum replay buffer size: 1000
Max env steps: 1500000
Batch size: 256
Discount factor: 0.99
Target entropy: None
Target network update smoothing (τ): 0.005
Fixed alpha: 0.2
Frequency of target updates: 1

avg_reward,avg_log_probs,alpha,time,env_steps,grad_steps,seed
-1.1894550862107052,nan,0.20000000298023224,0,0,0,100
-351.15411507008014,nan,0.20000000298023224,32.097470387000016,5000,4000,100
-289.1860067886154,nan,0.20000000298023224,71.10610494,10000,9000,100
-154.9362662985064,-1.9018573651291844,0.20000000298023224,117.13763340400001,15000,14000,100
-74.4879793548708,-2.7500387259960175,0.20000000298023224,161.37027296800002,20000,19000,100
-24.891168456811823,-3.198289889717102,0.20000000298023224,205.90836860200005,25000,24000,100
28.2016842121825,-3.2439451929569243,0.20000000298023224,250.40585411400002,30000,29000,100
504.87374156195676,-3.3838912160396575,0.20000000298023224,295.803423436,35000,34000,100
-35.554788568466854,-3.221712478208542,0.20000000298023224,342.01790163299995,40000,39000,100
-15.293057685282463,-3.3627562304973604,0.20000000298023224,387.4606524909999,45000,44000,100
-9.179535879411768,-3.4270848081111907,0.20000000298023224,433.284604212,50000,49000,100
6.49291172644588,-3.543534289884567,0.20000000298023224,478.62280336599997,55000,54000,100
61.15425346410079,-3.263808159780502,0.20000000298023224,523.924573378,60000,59000,100
397.41507157552195,-3.558611849975586,0.20000000298023224,568.8383936779999,65000,64000,100
1063.3304306302296,-3.3486147908687593,0.20000000298023224,613.6384979479998,70000,69000,100
1059.227692038275,-3.077627006101608,0.20000000298023224,659.0124331929997,75000,74000,100
1596.715122629699,-2.9309402418613435,0.20000000298023224,704.6873487349997,80000,79000,100
1926.6485321030698,-3.018155636930466,0.20000000298023224,750.9185432149998,85000,84000,100
2412.0272867265353,-2.983164573955536,0.20000000298023224,796.0328845139998,90000,89000,100
2351.445844908222,-2.5265086294174193,0.20000000298023224,840.9477350349998,95000,94000,100
2520.937469862371,-2.1372491425037383,0.20000000298023224,885.9161614359996,100000,99000,100
2498.8659477611372,-1.9000762511253357,0.20000000298023224,931.1165980119997,105000,104000,100
2117.144647377036,-1.2495531812667846,0.20000000298023224,976.6617758759999,110000,109000,100
2573.086695785268,-2.4583217865943907,0.20000000298023224,1022.4895611189997,115000,114000,100
2822.2939308953614,-1.6376539980888367,0.20000000298023224,1068.1774495309996,120000,119000,100
2868.5210542365144,-0.43288521847724915,0.20000000298023224,1113.2961693399998,125000,124000,100
2895.5386665557676,-0.39261559166908266,0.20000000298023224,1158.064776129,130000,129000,100
3222.7219052694013,-0.6059281411170959,0.20000000298023224,1203.2459237399999,135000,134000,100
3332.101812690603,-0.22462448897361756,0.20000000298023224,1248.511473803,140000,139000,100
3567.2843166776415,0.23710817003250123,0.20000000298023224,1293.382555038,145000,144000,100
3509.0735168696456,0.2583472238063812,0.20000000298023224,1338.280494423,150000,149000,100
3595.1064741356436,0.43568333225250244,0.20000000298023224,1384.650756948,155000,154000,100
3733.102595443315,0.46440631775856017,0.20000000298023224,1431.4663752200001,160000,159000,100
3559.5932925435836,0.5879937995910645,0.20000000298023224,1477.8628962510002,165000,164000,100
3661.2615904964077,0.524766305923462,0.20000000298023224,1522.967237194,170000,169000,100
3685.1605606758,0.7246485935211182,0.20000000298023224,1567.810334195,175000,174000,100
3759.3373058735524,0.12631820492744447,0.20000000298023224,1612.975827236,180000,179000,100
3896.1576418916434,0.479524038028717,0.20000000298023224,1657.965609168,185000,184000,100
3876.3368377410566,0.7726760791778564,0.20000000298023224,1702.9233052359996,190000,189000,100
3895.7723905454686,0.7523330273628235,0.20000000298023224,1748.3589994379995,195000,194000,100
3561.288021553838,0.9434208833694459,0.20000000298023224,1794.2713858959996,200000,199000,100
3910.527941965379,0.9830629959583282,0.20000000298023224,1841.220020584,205000,204000,100
3940.837261052704,0.9467870462417602,0.20000000298023224,1887.7132366729998,210000,209000,100
4000.1914154440565,0.31816965260505675,0.20000000298023224,1933.2682587599998,215000,214000,100
3732.825697009076,0.8449588831424714,0.20000000298023224,1978.2145512900001,220000,219000,100
3942.062178670281,0.9473384136199952,0.20000000298023224,2023.299506025,225000,224000,100
4046.0540463959887,0.14978574471473693,0.20000000298023224,2068.481968461,230000,229000,100
4133.651266233994,1.1276038094520568,0.20000000298023224,2113.450515539,235000,234000,100
3889.7346081465703,1.1160762300491334,0.20000000298023224,2158.588083789,240000,239000,100
4054.7855347918908,1.2956093061923981,0.20000000298023224,2204.5561355450004,245000,244000,100
4164.331816453991,1.0633092892169953,0.20000000298023224,2250.552724562,250000,249000,100
4144.642372332464,1.1797994900226594,0.20000000298023224,2295.620487084,255000,254000,100
4036.7501454243056,1.0351040239334106,0.20000000298023224,2340.666397703,260000,259000,100
4211.205985541154,1.1073939191818238,0.20000000298023224,2385.8638245049997,265000,264000,100
4199.712950874264,1.1590815567016601,0.20000000298023224,2430.8850943929997,270000,269000,100
4247.39151451361,1.1833043368816376,0.20000000298023224,2475.7450314459998,275000,274000,100
4245.457233749065,1.1836150138378143,0.20000000298023224,2521.0859463039997,280000,279000,100
4243.098935612779,1.0990818810939789,0.20000000298023224,2566.6587374549995,285000,284000,100
4340.678873514745,0.8425476445198059,0.20000000298023224,2611.673919334,290000,289000,100
4461.875864364716,1.3980182287216187,0.20000000298023224,2656.7003999519998,295000,294000,100
4453.659511540257,1.0399164611339569,0.20000000298023224,2702.1522045399997,300000,299000,100
4522.733564449146,1.072415996360779,0.20000000298023224,2747.080424034,305000,304000,100
4508.67183232015,1.3136643696308137,0.20000000298023224,2792.410829132,310000,309000,100
4426.891341239318,1.3017458093166352,0.20000000298023224,2838.3698879319995,315000,314000,100
4524.998033367,1.4111807576656341,0.20000000298023224,2885.0319653429992,320000,319000,100
4461.076802215076,1.27219338388443,0.20000000298023224,2931.404010872999,325000,324000,100
4515.082776584848,1.2303178732395172,0.20000000298023224,2977.1971804649993,330000,329000,100
4668.792713038712,1.2952908588409424,0.20000000298023224,3022.143268511999,335000,334000,100
4707.791414542766,1.3277531457901002,0.20000000298023224,3066.912521000999,340000,339000,100
4680.867183263803,1.3126972935676575,0.20000000298023224,3112.5240913419993,345000,344000,100
4490.315064442571,1.2926567188739777,0.20000000298023224,3157.639194027999,350000,349000,100
4704.54815530055,1.3424097782611848,0.20000000298023224,3202.409578319999,355000,354000,100
4587.520059536484,1.3581479588031768,0.20000000298023224,3247.8662671469983,360000,359000,100
