Hyperparameters
Env: HalfCheetah-v3
Seed: 1
Eval frequency: 5000
Number of initial exploration steps: 10000
Replay buffer size: 1000000
Minimum replay buffer size: 1000
Max env steps: 3000000
Batch size: 256
Discount factor: 0.99
Policy regularization factor: 0.001
Reward scaling: 5
Target network update smoothing (τ): 0.005
Frequency of target updates: 1

avg_reward,time,env_steps,grad_steps,seed
-1.527742537830648,0,0,0,1
-259.76325532088595,25.237729418000526,5000,4000,1
-94.61360485126009,61.362376488003065,10000,9000,1
7.014498079104023,102.85050786200372,15000,14000,1
541.664446199511,142.8941321750026,20000,19000,1
474.2462652937496,183.46730916500383,25000,24000,1
993.7158555727344,223.40819714900135,30000,29000,1
1638.8882541383525,263.3397751409975,35000,34000,1
1545.57595516833,304.2250932040006,40000,39000,1
1720.5096712990355,345.48217869200016,45000,44000,1
1730.9422083451313,386.5216264730043,50000,49000,1
2060.663604671751,426.3209340989997,55000,54000,1
2376.09452749641,466.53943298000377,60000,59000,1
2942.0354356533917,507.6809900840053,65000,64000,1
3009.537547407894,548.4428016710044,70000,69000,1
3054.5208096433803,588.4217148180069,75000,74000,1
2924.343778314242,628.7915735090064,80000,79000,1
3227.674036649694,668.7166795710036,85000,84000,1
3285.665689667512,709.3807505690056,90000,89000,1
3347.4757745020397,749.3415091440038,95000,94000,1
3496.9593890480705,790.0871453610016,100000,99000,1
3365.6892344462785,830.5369137680027,105000,104000,1
3643.685272315151,871.051688424006,110000,109000,1
3817.1507517227365,911.9347543330041,115000,114000,1
3963.7925233620276,952.2268947420016,120000,119000,1
3984.5531332380574,992.7793330620043,125000,124000,1
3962.8327945245064,1032.8091913550052,130000,129000,1
3952.005996592453,1072.8662948410092,135000,134000,1
4057.1693766817625,1113.3539033840061,140000,139000,1
4116.631121748385,1153.7939546440066,145000,144000,1
3857.553039296285,1194.7085746390076,150000,149000,1
4132.64674966662,1235.2280626260072,155000,154000,1
4209.568531387941,1275.525535516008,160000,159000,1
4125.638403532879,1315.798097782008,165000,164000,1
4199.243962283059,1356.5773893850055,170000,169000,1
3942.575589825613,1397.270636758003,175000,174000,1
4388.854260206422,1438.2580954740042,180000,179000,1
4067.051915241619,1478.8064120540039,185000,184000,1
4340.38881768008,1519.2797608490037,190000,189000,1
4323.683947156034,1559.326608649004,195000,194000,1
4578.271227003281,1599.926647522003,200000,199000,1
4556.924168754491,1640.7303325600042,205000,204000,1
4587.78798678521,1681.192972049008,210000,209000,1
4654.5025520951585,1721.6341197260044,215000,214000,1
4426.255586013593,1762.4224624660055,220000,219000,1
4562.687047148453,1803.4036442990036,225000,224000,1
4687.482504638361,1844.0395072980027,230000,229000,1
4650.249410651804,1884.5373608860027,235000,234000,1
4908.461604929436,1925.9718375820012,240000,239000,1
4798.891747667876,1966.1891487759967,245000,244000,1
4787.170461406822,2006.1203382279964,250000,249000,1
4831.540000066129,2046.002107213997,255000,254000,1
4815.346054223439,2086.093145179999,260000,259000,1
4835.652727933829,2126.039793058,265000,264000,1
4853.4001429692435,2166.091632880998,270000,269000,1
5050.308118343302,2206.2922339210018,275000,274000,1
4984.210863627393,2246.4845078319995,280000,279000,1
5086.072040065765,2287.1997549080006,285000,284000,1
4787.8419727293485,2327.280690946005,290000,289000,1
5028.834067643872,2367.371934167004,295000,294000,1
