Hyperparameters
Env: HalfCheetah-v3
Seed: 3
Eval frequency: 5000
Number of initial exploration steps: 10000
Replay buffer size: 1000000
Minimum replay buffer size: 1000
Max env steps: 1500000
Batch size: 256
Discount factor: 0.99
Policy regularization factor: 0.001
Reward scaling: 5
Target network update smoothing (τ): 0.005
Frequency of target updates: 1

avg_reward,time,env_steps,grad_steps,seed
-1.80523600329097,0,0,0,3
83.85556782895253,21.551139097000487,5000,4000,3
-219.82135126300682,48.235245264000696,10000,9000,3
62.005757720480275,77.44748036900091,15000,14000,3
586.5035642659507,106.03299146600148,20000,19000,3
567.2604659238579,134.98538662800001,25000,24000,3
822.9707178933235,163.83628304099966,30000,29000,3
1402.524245841173,192.8797559250006,35000,34000,3
1567.181321324783,222.0096320120001,40000,39000,3
2002.3154538679078,250.95772237999972,45000,44000,3
2487.683294530641,280.20697794399985,50000,49000,3
2757.505276422995,310.2719186239992,55000,54000,3
2751.777927736125,340.03683177199946,60000,59000,3
2946.9048982326094,370.8849044519993,65000,64000,3
3097.257170900487,401.03769667399956,70000,69000,3
3089.962280379974,430.8042004549998,75000,74000,3
3424.358502743164,460.7386554989989,80000,79000,3
3320.865120916523,490.7603819749993,85000,84000,3
3389.310343280813,521.510290809998,90000,89000,3
3510.5601992028583,551.526997861999,95000,94000,3
3522.405319051531,581.4198728939982,100000,99000,3
3682.4005885552797,610.9906481139988,105000,104000,3
3676.022280211987,641.0852311739991,110000,109000,3
3826.6411227230456,671.3211187559991,115000,114000,3
3580.8956927222644,701.2419180859997,120000,119000,3
3766.21896622309,730.9190476309996,125000,124000,3
4009.565968038323,760.8142749250001,130000,129000,3
4032.518105154052,790.5513945920002,135000,134000,3
4056.1629774638436,820.9647189969992,140000,139000,3
3845.376869706389,850.6584419459996,145000,144000,3
4199.8839251569025,880.3239375789999,150000,149000,3
4155.001604971026,909.8592547099997,155000,154000,3
4317.094177035475,939.8579169739996,160000,159000,3
4280.398515080144,969.8199927349997,165000,164000,3
4388.439522831501,999.241726362,170000,169000,3
4323.7943385864555,1028.926999712,175000,174000,3
4456.087148414066,1060.1466457609995,180000,179000,3
4484.032164762373,1089.8382428319992,185000,184000,3
4195.008388844964,1120.5726486799995,190000,189000,3
4594.027989336363,1150.1430532839995,195000,194000,3
4445.2692887498115,1180.0825830759995,200000,199000,3
4562.053579335414,1209.7666845180001,205000,204000,3
4375.260499135055,1240.4558676039996,210000,209000,3
4658.341976215175,1270.396608397,215000,214000,3
4693.663330350487,1300.1217185379992,220000,219000,3
4546.478039921551,1331.3421901059992,225000,224000,3
4441.466613207283,1360.795360836999,230000,229000,3
4824.858111319125,1390.8055620359992,235000,234000,3
4706.007083961555,1421.2719926199998,240000,239000,3
4725.639092826472,1451.1973026099986,245000,244000,3
4774.670110587116,1480.7946902039985,250000,249000,3
4677.463637084875,1510.713407979998,255000,254000,3
4712.149889995024,1540.8906281609989,260000,259000,3
4826.406994095802,1571.6399770679982,265000,264000,3
4841.018136495856,1601.9210643889983,270000,269000,3
4846.101756298312,1632.0568287219985,275000,274000,3
4959.518358856733,1662.9538912209982,280000,279000,3
5018.664852725761,1692.8352482889977,285000,284000,3
5044.383054865193,1722.2938589849982,290000,289000,3
5055.64494705399,1752.4565133439992,295000,294000,3
4913.120516375782,1782.5673442499992,300000,299000,3
5046.199196538374,1812.2822329579985,305000,304000,3
5070.716094190448,1842.116958710999,310000,309000,3
5083.78952744107,1873.6537960069982,315000,314000,3
5032.71460814104,1904.021869424998,320000,319000,3
4989.108819170402,1935.485374212998,325000,324000,3
5011.727535878661,1965.7217044249983,330000,329000,3
4975.371311740791,1995.5120454179978,335000,334000,3
5299.980115069839,2025.4005760109976,340000,339000,3
5283.415746901532,2055.8089947539975,345000,344000,3
5060.4689782558635,2085.7131020749976,350000,349000,3
5280.656154691658,2115.9597615199973,355000,354000,3
5101.793786121891,2146.138926196997,360000,359000,3
5149.202366821499,2176.059661366997,365000,364000,3
5215.30604250802,2206.264932842997,370000,369000,3
5187.54388248063,2236.5760958859973,375000,374000,3
5186.864269142864,2267.2788397359973,380000,379000,3
5323.456666371576,2296.8661829309967,385000,384000,3
5310.904111028089,2326.8259552409963,390000,389000,3
5290.649606848519,2356.6333348229955,395000,394000,3
5379.929055132741,2387.681495160995,400000,399000,3
5575.527653555933,2417.253240860996,405000,404000,3
5349.5323062711295,2447.1385858199956,410000,409000,3
5331.731815810341,2477.0365103339955,415000,414000,3
5610.191609241325,2507.7319999779957,420000,419000,3
5610.071472775287,2537.5840990579964,425000,424000,3
5407.86467532517,2567.5046197759966,430000,429000,3
5234.805267405877,2597.514528664996,435000,434000,3
5572.284007275903,2627.4189392759963,440000,439000,3
5578.224516714295,2657.7465332369966,445000,444000,3
5651.3065246384995,2688.084656766996,450000,449000,3
5671.58691074488,2718.139182269997,455000,454000,3
5620.313118786732,2747.8231671629965,460000,459000,3
5642.478061045964,2778.0989800319967,465000,464000,3
5536.663912266744,2808.6986415139972,470000,469000,3
5786.056678639541,2839.9019586959967,475000,474000,3
5719.340979291299,2870.152333529996,480000,479000,3
5587.147791188203,2900.183627790996,485000,484000,3
5831.343570711333,2929.9986849929965,490000,489000,3
5937.630373138868,2959.668353062996,495000,494000,3
6083.419166497523,2990.341319961997,500000,499000,3
6031.175102125804,3020.2577655259956,505000,504000,3
5856.63272955283,3051.545373549996,510000,509000,3
